detected_at,season,round,team,player,severity,flag_type,reason,source_name,source_url,next_game,opponent,kickoff_local,market_note
2026-05-05T05:53:04.614660+00:00,2026,10,Canterbury-Bankstown Bulldogs,Jake Turpin,MEDIUM,AVAILABILITY,"Jake Turpin (biceps, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Dolphins v Canterbury-Bankstown Bulldogs,Dolphins,2026-05-07T19:50:00+10:00,Canterbury-Bankstown Bulldogs negative availability flag: Jake Turpin. Watch Dolphins v Canterbury-Bankstown Bulldogs odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Cronulla-Sutherland Sharks,Jesse Ramien,MEDIUM,WATCH,"Jesse Ramien (knee, Round 10-11)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,South Sydney Rabbitohs v Cronulla-Sutherland Sharks,South Sydney Rabbitohs,2026-05-09T17:30:00+10:00,Cronulla-Sutherland Sharks negative watch flag: Jesse Ramien. Watch South Sydney Rabbitohs v Cronulla-Sutherland Sharks odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Dolphins,Jeremy Marshall-King,MEDIUM,WATCH,"Jeremy Marshall-King (knee, Round 10)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Dolphins v Canterbury-Bankstown Bulldogs,Canterbury-Bankstown Bulldogs,2026-05-07T19:50:00+10:00,Dolphins negative watch flag: Jeremy Marshall-King. Watch Dolphins v Canterbury-Bankstown Bulldogs odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Gold Coast Titans,Tuki Simpkins,MEDIUM,WATCH,"Tuki Simpkins (knee, Round 12)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Sydney Roosters v Gold Coast Titans,Sydney Roosters,2026-05-08T18:00:00+10:00,Gold Coast Titans negative watch flag: Tuki Simpkins. Watch Sydney Roosters v Gold Coast Titans odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Gold Coast Titans,Jaimin Jolliffe,MEDIUM,WATCH,"Jaimin Jolliffe (knee, 2027)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Sydney Roosters v Gold Coast Titans,Sydney Roosters,2026-05-08T18:00:00+10:00,Gold Coast Titans negative watch flag: Jaimin Jolliffe. Watch Sydney Roosters v Gold Coast Titans odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Manly-Warringah Sea Eagles,Kobe Hetherington,MEDIUM,HIA,"Kobe Hetherington (head knock, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Manly-Warringah Sea Eagles v Brisbane Broncos,Brisbane Broncos,2026-05-09T19:35:00+10:00,Manly-Warringah Sea Eagles negative hia flag: Kobe Hetherington. Watch Manly-Warringah Sea Eagles v Brisbane Broncos odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Melbourne Storm,Alec MacDonald,MEDIUM,AVAILABILITY,"Alec MacDonald (hamstring, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Melbourne Storm v Wests Tigers,Wests Tigers,2026-05-10T14:00:00+10:00,Melbourne Storm negative availability flag: Alec MacDonald. Watch Melbourne Storm v Wests Tigers odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Melbourne Storm,Marion Seve,MEDIUM,AVAILABILITY,"Marion Seve (triceps, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Melbourne Storm v Wests Tigers,Wests Tigers,2026-05-10T14:00:00+10:00,Melbourne Storm negative availability flag: Marion Seve. Watch Melbourne Storm v Wests Tigers odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Melbourne Storm,Tui Kamikamica,MEDIUM,AVAILABILITY,"Tui Kamikamica (medical episode, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Melbourne Storm v Wests Tigers,Wests Tigers,2026-05-10T14:00:00+10:00,Melbourne Storm negative availability flag: Tui Kamikamica. Watch Melbourne Storm v Wests Tigers odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Newcastle Knights,Thomas Cant,MEDIUM,WATCH,"Thomas Cant (calf, Round 10)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,St. George Illawarra Dragons v Newcastle Knights,St. George Illawarra Dragons,2026-05-09T15:00:00+10:00,Newcastle Knights negative watch flag: Thomas Cant. Watch St. George Illawarra Dragons v Newcastle Knights odds.
2026-05-05T05:53:04.614660+00:00,2026,10,North Queensland Cowboys,Murray Taulagi,MEDIUM,HIA,"Murray Taulagi (concussion, Round 12-13)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,North Queensland Cowboys v Parramatta Eels,Parramatta Eels,2026-05-08T20:00:00+10:00,North Queensland Cowboys negative hia flag: Murray Taulagi. Watch North Queensland Cowboys v Parramatta Eels odds.
2026-05-05T05:53:04.614660+00:00,2026,10,North Queensland Cowboys,John Bateman,MEDIUM,AVAILABILITY,"John Bateman (wrist / foot, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,North Queensland Cowboys v Parramatta Eels,Parramatta Eels,2026-05-08T20:00:00+10:00,North Queensland Cowboys negative availability flag: John Bateman. Watch North Queensland Cowboys v Parramatta Eels odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Parramatta Eels,Ryley Smith,MEDIUM,AVAILABILITY,"Ryley Smith (sternum, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,North Queensland Cowboys v Parramatta Eels,North Queensland Cowboys,2026-05-08T20:00:00+10:00,Parramatta Eels negative availability flag: Ryley Smith. Watch North Queensland Cowboys v Parramatta Eels odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Parramatta Eels,Bailey Simonsson,MEDIUM,AVAILABILITY,"Bailey Simonsson (ankle, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,North Queensland Cowboys v Parramatta Eels,North Queensland Cowboys,2026-05-08T20:00:00+10:00,Parramatta Eels negative availability flag: Bailey Simonsson. Watch North Queensland Cowboys v Parramatta Eels odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Penrith Panthers,Liam Martin,MEDIUM,AVAILABILITY,"Liam Martin (knee, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Canberra Raiders v Penrith Panthers,Canberra Raiders,2026-05-10T16:05:00+10:00,Penrith Panthers negative availability flag: Liam Martin. Watch Canberra Raiders v Penrith Panthers odds.
2026-05-05T05:53:04.614660+00:00,2026,10,South Sydney Rabbitohs,Jack Wighton,MEDIUM,AVAILABILITY,"Jack Wighton (arm, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,South Sydney Rabbitohs v Cronulla-Sutherland Sharks,Cronulla-Sutherland Sharks,2026-05-09T17:30:00+10:00,South Sydney Rabbitohs negative availability flag: Jack Wighton. Watch South Sydney Rabbitohs v Cronulla-Sutherland Sharks odds.
2026-05-05T05:53:04.614660+00:00,2026,10,South Sydney Rabbitohs,Brandon Smith,MEDIUM,AVAILABILITY,"Brandon Smith (calf, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,South Sydney Rabbitohs v Cronulla-Sutherland Sharks,Cronulla-Sutherland Sharks,2026-05-09T17:30:00+10:00,South Sydney Rabbitohs negative availability flag: Brandon Smith. Watch South Sydney Rabbitohs v Cronulla-Sutherland Sharks odds.
2026-05-05T05:53:04.614660+00:00,2026,10,South Sydney Rabbitohs,Jai Arrow,MEDIUM,WATCH,"Jai Arrow (shoulder, indefinite)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,South Sydney Rabbitohs v Cronulla-Sutherland Sharks,Cronulla-Sutherland Sharks,2026-05-09T17:30:00+10:00,South Sydney Rabbitohs negative watch flag: Jai Arrow. Watch South Sydney Rabbitohs v Cronulla-Sutherland Sharks odds.
2026-05-05T05:53:04.614660+00:00,2026,10,St. George Illawarra Dragons,Christian Tuipulotu,MEDIUM,WATCH,"Christian Tuipulotu (knee, Round 10)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,St. George Illawarra Dragons v Newcastle Knights,Newcastle Knights,2026-05-09T15:00:00+10:00,St. George Illawarra Dragons negative watch flag: Christian Tuipulotu. Watch St. George Illawarra Dragons v Newcastle Knights odds.
2026-05-05T05:53:04.614660+00:00,2026,10,St. George Illawarra Dragons,Clint Gutherson,MEDIUM,WATCH,"Clint Gutherson (hamstring, Round 10)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,St. George Illawarra Dragons v Newcastle Knights,Newcastle Knights,2026-05-09T15:00:00+10:00,St. George Illawarra Dragons negative watch flag: Clint Gutherson. Watch St. George Illawarra Dragons v Newcastle Knights odds.
2026-05-05T05:53:04.614660+00:00,2026,10,St. George Illawarra Dragons,Lyhkan King-Togia,MEDIUM,HIA,"Lyhkan King-Togia (head knock, Round 10)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,St. George Illawarra Dragons v Newcastle Knights,Newcastle Knights,2026-05-09T15:00:00+10:00,St. George Illawarra Dragons negative hia flag: Lyhkan King-Togia. Watch St. George Illawarra Dragons v Newcastle Knights odds.
2026-05-05T05:53:04.614660+00:00,2026,10,St. George Illawarra Dragons,Nick Tsougranis,MEDIUM,WATCH,"Nick Tsougranis (ankle, Round 10-11)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,St. George Illawarra Dragons v Newcastle Knights,Newcastle Knights,2026-05-09T15:00:00+10:00,St. George Illawarra Dragons negative watch flag: Nick Tsougranis. Watch St. George Illawarra Dragons v Newcastle Knights odds.
2026-05-05T05:53:04.614660+00:00,2026,10,St. George Illawarra Dragons,Jacob Liddle,MEDIUM,WATCH,"Jacob Liddle (hamstring, Round 11)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,St. George Illawarra Dragons v Newcastle Knights,Newcastle Knights,2026-05-09T15:00:00+10:00,St. George Illawarra Dragons negative watch flag: Jacob Liddle. Watch St. George Illawarra Dragons v Newcastle Knights odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Sydney Roosters,Billy Smith,MEDIUM,WATCH,"Billy Smith (knee, Round 10)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Sydney Roosters v Gold Coast Titans,Gold Coast Titans,2026-05-08T18:00:00+10:00,Sydney Roosters negative watch flag: Billy Smith. Watch Sydney Roosters v Gold Coast Titans odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Sydney Roosters,Tommy Talau,MEDIUM,WATCH,"Tommy Talau (calf, Round 11)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Sydney Roosters v Gold Coast Titans,Gold Coast Titans,2026-05-08T18:00:00+10:00,Sydney Roosters negative watch flag: Tommy Talau. Watch Sydney Roosters v Gold Coast Titans odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Sydney Roosters,Lindsay Collins,MEDIUM,HIA,"Lindsay Collins (head knock, Round 11)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Sydney Roosters v Gold Coast Titans,Gold Coast Titans,2026-05-08T18:00:00+10:00,Sydney Roosters negative hia flag: Lindsay Collins. Watch Sydney Roosters v Gold Coast Titans odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Sydney Roosters,Angus Crichton,MEDIUM,AVAILABILITY,"Angus Crichton (knee, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Sydney Roosters v Gold Coast Titans,Gold Coast Titans,2026-05-08T18:00:00+10:00,Sydney Roosters negative availability flag: Angus Crichton. Watch Sydney Roosters v Gold Coast Titans odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Sydney Roosters,Rex Bassingthwaighte,MEDIUM,AVAILABILITY,"Rex Bassingthwaighte (wrist, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Sydney Roosters v Gold Coast Titans,Gold Coast Titans,2026-05-08T18:00:00+10:00,Sydney Roosters negative availability flag: Rex Bassingthwaighte. Watch Sydney Roosters v Gold Coast Titans odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Sydney Roosters,Blake Steep,MEDIUM,WATCH,"Blake Steep (knee, 2027)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Sydney Roosters v Gold Coast Titans,Gold Coast Titans,2026-05-08T18:00:00+10:00,Sydney Roosters negative watch flag: Blake Steep. Watch Sydney Roosters v Gold Coast Titans odds.
2026-05-05T05:53:04.614660+00:00,2026,10,New Zealand Warriors,Wayde Egan,MEDIUM,HIA,"Wayde Egan (head knock, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,,,,New Zealand Warriors negative hia flag: Wayde Egan. Watch next game odds.
2026-05-05T05:53:04.614660+00:00,2026,10,New Zealand Warriors,Tanner Stowers-Smith,MEDIUM,WATCH,"Tanner Stowers-Smith (hamstring, Round 10)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,,,,New Zealand Warriors negative watch flag: Tanner Stowers-Smith. Watch next game odds.
2026-05-05T05:53:04.614660+00:00,2026,10,New Zealand Warriors,Mitch Barnett,MEDIUM,HIA,"Mitch Barnett (concussion, Round 10)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,,,,New Zealand Warriors negative hia flag: Mitch Barnett. Watch next game odds.
2026-05-05T05:53:04.614660+00:00,2026,10,New Zealand Warriors,Ali Leiataua,MEDIUM,HIA,"Ali Leiataua (concussion, Round 10)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,,,,New Zealand Warriors negative hia flag: Ali Leiataua. Watch next game odds.
2026-05-05T05:53:04.614660+00:00,2026,10,New Zealand Warriors,Morgan Gannon,MEDIUM,HIA,"Morgan Gannon (concussion, Round 10)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,,,,New Zealand Warriors negative hia flag: Morgan Gannon. Watch next game odds.
2026-05-05T05:53:04.614660+00:00,2026,10,New Zealand Warriors,Marata Niukore,MEDIUM,HIA,"Marata Niukore (concussion, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,,,,New Zealand Warriors negative hia flag: Marata Niukore. Watch next game odds.
2026-05-05T05:53:04.614660+00:00,2026,10,New Zealand Warriors,Jye Linnane,MEDIUM,WATCH,"Jye Linnane (knee, Round 11-12)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,,,,New Zealand Warriors negative watch flag: Jye Linnane. Watch next game odds.
2026-05-05T05:53:04.614660+00:00,2026,10,New Zealand Warriors,Rocco Berry,MEDIUM,WATCH,"Rocco Berry (shoulder, Round 11-12)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,,,,New Zealand Warriors negative watch flag: Rocco Berry. Watch next game odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Wests Tigers,Adam Doueihi,MEDIUM,AVAILABILITY,"Adam Doueihi (shoulder, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Melbourne Storm v Wests Tigers,Melbourne Storm,2026-05-10T14:00:00+10:00,Wests Tigers negative availability flag: Adam Doueihi. Watch Melbourne Storm v Wests Tigers odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Wests Tigers,Samuela Fainu,MEDIUM,AVAILABILITY,"Samuela Fainu (foot, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Melbourne Storm v Wests Tigers,Melbourne Storm,2026-05-10T14:00:00+10:00,Wests Tigers negative availability flag: Samuela Fainu. Watch Melbourne Storm v Wests Tigers odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Wests Tigers,Kai Pearce-Paul,MEDIUM,HIA,"Kai Pearce-Paul (head knock, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Melbourne Storm v Wests Tigers,Melbourne Storm,2026-05-10T14:00:00+10:00,Wests Tigers negative hia flag: Kai Pearce-Paul. Watch Melbourne Storm v Wests Tigers odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Wests Tigers,Heamasi Makasini,MEDIUM,AVAILABILITY,"Heamasi Makasini (foot, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Melbourne Storm v Wests Tigers,Melbourne Storm,2026-05-10T14:00:00+10:00,Wests Tigers negative availability flag: Heamasi Makasini. Watch Melbourne Storm v Wests Tigers odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Gold Coast Titans,,MEDIUM,WATCH,Injury report: Flyer sidelined with knee complaint,Gold Coast Titans News,https://www.titans.com.au/news/,Sydney Roosters v Gold Coast Titans,Sydney Roosters,2026-05-08T18:00:00+10:00,Gold Coast Titans negative watch flag: player. Watch Sydney Roosters v Gold Coast Titans odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Canberra Raiders,The Knock-On Effect,LOW,WATCH,The Knock-On Effect NSW Cup Highlights | Round Nine - Roosters v Raiders,Canberra Raiders News,https://www.raiders.com.au/news/,Canberra Raiders v Penrith Panthers,Penrith Panthers,2026-05-10T16:05:00+10:00,Canberra Raiders negative watch flag: The Knock-On Effect. Watch Canberra Raiders v Penrith Panthers odds.
2026-05-05T05:53:04.614660+00:00,2026,10,St. George Illawarra Dragons,On Effect NSW,LOW,WATCH,Knock-On Effect NSW Cup: Dragons go down despite Egan double,St. George Illawarra Dragons News,https://www.dragons.com.au/news/,St. George Illawarra Dragons v Newcastle Knights,Newcastle Knights,2026-05-09T15:00:00+10:00,St. George Illawarra Dragons negative watch flag: On Effect NSW. Watch St. George Illawarra Dragons v Newcastle Knights odds.
